epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.3950971114954585,0.4478156965719387,0.8918348792347299,0.8903149430499686,0.860014326837769,0.9432415373210016,0.8997073037585531,0.9641052726911739
2,0.24363560462793074,0.4291557745121452,0.9045825414957622,0.9030424568363273,0.8706116875709372,0.9566706530265208,0.9116146237244148,0.9694759675384098
3,0.18925187940930716,0.3644708136457196,0.93380606958966,0.9329891962087665,0.914292938870978,0.9614340259554444,0.937271103529403,0.9829806136325151
4,0.14394229163370093,0.34543048797563003,0.9382106185906746,0.9377415957765902,0.9278378443274513,0.9540737157917462,0.9407729019249197,0.9854460421751106
5,0.11505674963610792,0.2890566585712905,0.9479598269701939,0.9476170866965432,0.9404802976450498,0.9595518478962086,0.9499203575402748,0.9897721807000575
6,0.08678925688126667,0.2843712330558588,0.9547125352826323,0.9547913786600457,0.9595899523653035,0.9520459269172987,0.9558030538776008,0.9895320142036855
7,0.07162964656550147,0.274073438352893,0.9565989431166466,0.9566649021758895,0.9609843447794895,0.954368102874674,0.9576647965158847,0.9893637410011322
8,0.06008614030938778,0.28174045790404384,0.9552713262101601,0.9552891217147921,0.9582158559376046,0.9546694539531121,0.956439367511718,0.9893880959291927
9,0.0561025414358953,0.28458316808531203,0.9545943295095014,0.9546222077106402,0.9578861354343526,0.9536514444276324,0.9557640993070384,0.9883984005512677
10,0.05278877090635674,0.3036346879761986,0.9550026767257718,0.9551421923637857,0.9617768687711367,0.9502840360532379,0.9559959124026226,0.9873225059114896
