epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.2952839993110173,0.33124527021011396,0.9323415552357978,0.9317341059994867,0.9191398368508532,0.9523389475879177,0.9354449242930332,0.985599628515242
2,0.14526373991736855,0.2682816116898148,0.9527046827765996,0.9521669420476688,0.9396830202492692,0.9704072523039702,0.95479803318183,0.9924015682632946
3,0.10847916754398101,0.20580355652377136,0.9642810424996893,0.9645876437408609,0.9758840221135578,0.9541876471197064,0.9649138876715063,0.9953268705381169
4,0.08719284333356568,0.19247639973958333,0.969861595707345,0.9699036865205586,0.9728512643424233,0.9684759548077653,0.9706586790993519,0.9956022197510427
5,0.07207687582400857,0.18938534293758902,0.9689376440556633,0.9693334144586543,0.9832801293419285,0.95590877586903,0.9694012813809211,0.9955486740821169
6,0.05810555869770878,0.1743945868945869,0.9734850199064663,0.9731772936146981,0.9655194325707739,0.9836154522548928,0.9744834395223824,0.9959244756371683
7,0.044280304943818224,0.16021290314503206,0.9768761030981105,0.9768853960910742,0.9784647160016414,0.9765701752685733,0.977516527675892,0.9961408108743524
8,0.03683615253190061,0.16078317321603455,0.9771719580380273,0.9770901808277723,0.9758855782820693,0.979864085809657,0.9778707853822135,0.9959528417485332
9,0.03323738165300952,0.15655423677884617,0.9781013220679354,0.9780363810724673,0.9772862875541143,0.9802391971173817,0.9787605151170075,0.9958637603413742
10,0.0308075608960472,0.15083816397903313,0.9782859950213946,0.978283355508073,0.9794207181747301,0.9783728885103571,0.9788965229383677,0.9966587842990514
