epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.5741477285777159,0.5716972517654886,0.8069475036113003,0.8035864480454298,0.7567347316853339,0.9206237460851266,0.8306727186938406,0.8307358884903534
2,0.34602916075724655,0.39970768868836426,0.9252024477387203,0.924481471703777,0.9090497518166777,0.9495870034117248,0.9288763146983954,0.97919087525888
3,0.22699459574562236,0.38352386607873906,0.9323302884220864,0.9312313253721537,0.9056005156696757,0.9694989658466667,0.9364609953408563,0.9807437754782821
4,0.20038069702157524,0.39074884717294395,0.9353183219599625,0.9355748942801397,0.9464853032943512,0.9266406382058722,0.9364578494863064,0.9836606004906998
5,0.17323445591622602,0.3278585597764283,0.9440023758383492,0.94374154778828,0.939189994527243,0.9528239951429297,0.9459578709983169,0.9874446154035914
6,0.13701412350128653,0.31516982166007096,0.9484476293066955,0.9484425621667298,0.9510303716548147,0.9486190080358178,0.949823159385389,0.9882205242966309
7,0.12210487628426613,0.29818172538124316,0.9504476840134995,0.9503000414190138,0.9485919804294016,0.9554411912737337,0.9520042668200804,0.989155659837058
8,0.11796037666499615,0.3183935351420351,0.9486446389285803,0.9483982372619781,0.9439517007826517,0.956978335009968,0.950420383639368,0.98824707447844
9,0.11369329820743707,0.30086947112104256,0.9501871754225775,0.9500720939550145,0.9493296192146428,0.9540794136062545,0.9516985900576853,0.9889600271174231
10,0.109827879944752,0.3117621364898904,0.9504926217454336,0.9505105629368966,0.9536792794625207,0.9498858221281591,0.9517787709617698,0.988627037294262
