epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.6987984768924609,0.755856709709334,0.4856410921041149,0.5,0.0,0.0,0.0,0.5176323583303748
2,0.5651623925258373,0.5197601096251819,0.8658361218607087,0.8648417568378386,0.8487369807612465,0.8994671277253755,0.873365999511913,0.9161094290658893
3,0.328208722647435,0.5669736015397562,0.8647556624798595,0.8678208482743104,0.9694006159066479,0.7610862060342388,0.8527050625674722,0.9742774319095671
4,0.23795467059376452,0.34009097792002135,0.9203231218307502,0.9215625160251413,0.9634643934943498,0.8784048398502614,0.9189705446483125,0.9844107450892647
5,0.18336761481857128,0.29007535487456787,0.9375580445704148,0.9369580523967713,0.9235865026038471,0.957850733720236,0.9404066126613183,0.9888156283843431
6,0.15237588201482152,0.29355691301770603,0.9430489143955745,0.9432467644443499,0.9521273137284818,0.9363573112139953,0.9441764678845201,0.9898590063575488
7,0.12760819499456946,0.26032922292206834,0.9453931660781344,0.9453726432981691,0.9476609614884618,0.9460872791226379,0.946873466449843,0.9905394949322388
8,0.1168929208374283,0.27964103065723933,0.9425637171449821,0.9431346762971868,0.9635569081383801,0.9232529709354482,0.942974475563815,0.9905253928815845
9,0.11046457953899828,0.3185801499101619,0.9409270719225143,0.9414717845509317,0.9610861244618747,0.9225040248728597,0.9413999307425536,0.9900816888983973
10,0.10540240817110032,0.2887911289886963,0.9462020452529474,0.9460811662009693,0.9453998301971879,0.9502903669582471,0.9478387902289569,0.9897289776944
