epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.35083582683446557,0.4211105050924264,0.9213373606644445,0.921325981306545,0.9090637851888094,0.9364706433942753,0.9225637133800825,0.977879944738961
2,0.18602843053163365,0.37298430629711055,0.934883497391684,0.9348563102984799,0.9056395907964735,0.9710393131848811,0.9371999060408063,0.9887800308217832
3,0.1606618516908047,0.31437237281552854,0.9463385825488835,0.9463347103236045,0.9418636093931746,0.9514882122958869,0.946651448148276,0.9894831460660428
4,0.1320506730025753,0.2781400112308193,0.9534536970964768,0.9534390865416926,0.9365542947196593,0.9728841129723351,0.9543735902642877,0.9920873338985116
5,0.10915876550243256,0.24881233385117552,0.9581054926149305,0.9581079107332842,0.9611317993215549,0.9548896636512579,0.9580005634745967,0.9936102246407978
6,0.08808301175766169,0.2154626894236809,0.9648933050507815,0.9648936533263239,0.965375290589764,0.9644301372432063,0.9649024824644341,0.995019405029361
7,0.06963297854712669,0.22099259288210024,0.9667267833810683,0.9667283766519063,0.9687616797905412,0.9646079100430561,0.9666803328100174,0.9946194300202102
8,0.05860386645223232,0.20584730817872846,0.9676591626670316,0.9676625900875062,0.9720092876286316,0.9631010739300422,0.9675346764523289,0.995205037905333
9,0.05312827704355438,0.21623671422822818,0.9674576331935497,0.9674567698047168,0.9664337304543279,0.9686058444924294,0.9675185683563499,0.9946644332224235
10,0.048724509843407156,0.2168691269545271,0.9676420562848848,0.9676383018516439,0.9630647060776818,0.9726350356978201,0.967826212464117,0.994587878331477
