epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.25738133324864204,0.3618953053544207,0.940838181124651,0.9407837309914995,0.9478624835955866,0.9321970886600766,0.939964521015463,0.9833325317939327
2,0.137002994519867,0.2854377763498649,0.9522613022614396,0.9520699484258257,0.9808690867199973,0.9218939534362219,0.9504675685580208,0.9943908932380987
3,0.1241082004560821,0.2046451272562708,0.9680040869342462,0.9680500278860225,0.9608912330143965,0.9752947947660444,0.9680394388235283,0.9953604006806349
4,0.13979439040067373,0.19429202196074696,0.9702108470483101,0.9701633467562878,0.9770312538294879,0.9626726760337992,0.9697988205436933,0.9949936760699217
5,0.10544127784531118,0.45906280043912834,0.8847523183681764,0.8841741545953596,0.96947842461026,0.7929992531060975,0.8724032949053186,0.908504914272235
6,0.07557886624341513,0.17448503109409647,0.9757312289557997,0.9757600073227187,0.9711270961704193,0.9802982798541902,0.9756911369422011,0.9967031856471031
7,0.06344867642755615,0.15397062111323795,0.9766232434806703,0.9765778295461778,0.9832961591811458,0.9694161719012737,0.9763068356824736,0.997391200727682
8,0.05486580007503158,0.15383234468109064,0.978385761661931,0.9783871509445818,0.9779052518062102,0.9786062371529939,0.9782556189039386,0.997305483608411
9,0.052422874521533575,0.16204123486436392,0.9784179298907836,0.9784251745519978,0.9770518481677739,0.9795676385104576,0.9783081259574298,0.9970722200287653
10,0.05050959831328267,0.15101386702510047,0.9786857042429502,0.9786571218007163,0.9827982450724814,0.9741497460751551,0.9784548850672424,0.9974598011732408
