epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.6809585886836701,1.7426498390875182,0.6260382895526937,0.6364431287690094,0.995734239682839,0.2741300861699481,0.4299053172366513,0.9441247821439225
2,0.4881215177327665,0.4284313040876319,0.9069583798449713,0.9086136751378269,0.9639092827034477,0.8509736615358903,0.9039276216619889,0.9796182436029857
3,0.2516509235013418,0.3532135587245269,0.9404265697922053,0.9406053244624286,0.9490123456790124,0.9343808026701225,0.9416397400369343,0.9843228374015178
4,0.207639226733881,0.49916865141978256,0.9263994847140071,0.9280850713741479,0.9858460089420832,0.8693902642076587,0.9239630925575867,0.9872317638007988
5,0.17014591091611642,0.24928521346490629,0.956935976106152,0.9570069584980805,0.9614633863271289,0.9545352387669169,0.9579867866433016,0.9885178884878484
6,0.15042289596950187,0.24848398266921398,0.9578773890265966,0.9581037916046744,0.9673089515147766,0.950220093912645,0.9586883754827621,0.9893435483520221
7,0.13349935071992464,0.23701865739003367,0.9593212578917821,0.9597058445556909,0.9738603950552293,0.9463139255219672,0.9598895719822619,0.9900041188781865
8,0.1260560706102318,0.2322578041487559,0.9604046479942793,0.9604396711711709,0.9636333339481364,0.9592201084737264,0.9614216567170241,0.9896736356449285
9,0.11989336672446906,0.2305952180420988,0.9614111880624543,0.961728016551683,0.973660083848906,0.950695544878836,0.962040789262524,0.990236005122419
10,0.11436460690468063,0.24309296587148607,0.9616459714300228,0.9616357656954968,0.9633890649676876,0.9619911455962541,0.962689597803355,0.9902953580294019
