epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.4327550226873587,0.4079448645610755,0.9079763326481567,0.9059388448056336,0.863733985771714,0.975050980806488,0.9160230100747776,0.9802706555895805
2,0.2095413299352675,0.3249523543224715,0.9436239510908812,0.9431249995862792,0.9324287977856868,0.9600495689133693,0.9460376204119768,0.9863498780460487
3,0.16477749561534297,0.2601771514979523,0.9532014478046547,0.953304423043891,0.958882749555217,0.9498114752135797,0.9543255562815105,0.9917286360157769
4,0.13193236864419627,0.23632572532719018,0.9608291841694067,0.9609294877318081,0.966074492019114,0.9575271638988114,0.961781838367804,0.9943672700243186
5,0.11510405466143322,0.25036447204415957,0.9620857688491941,0.9622254474472096,0.968497378625773,0.9574875118085319,0.9629609763390903,0.9918483702915577
6,0.10278194292272415,0.21617490762998576,0.9636501417847467,0.963834615905572,0.9713980148426725,0.9575772040766403,0.9644380974679115,0.9953975812786312
7,0.09176633130958471,0.22797895034833512,0.965754448355413,0.9657169412777105,0.9664980852575722,0.966989191448273,0.9667435759823827,0.9931492552513684
8,0.08524778979353724,0.2294978562922899,0.9671821424384055,0.9670222728888054,0.9641091055058661,0.9724450910395523,0.9682591569584559,0.9930925742726393
9,0.08374621946472048,0.23126462409299323,0.9665350697981601,0.9666311607444056,0.971379126271446,0.9633717299852274,0.9673588579340201,0.9929083175016594
10,0.08048567299725934,0.22850254852207977,0.9673212992472621,0.9671976815583563,0.9653406150975749,0.9713908268372948,0.9683562707511315,0.9930421997256986
