epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.36768958422289144,0.3858653093873385,0.9278291512301933,0.9278253331890997,0.923627253365603,0.9329067220258546,0.92824379702436,0.9818438874716433
2,0.19753062278159175,0.32850196767178524,0.9388730315441687,0.9388457825589556,0.9092925089558614,0.9751111568385875,0.941052372596402,0.9884453219105729
3,0.15927400549722256,0.27157656306083994,0.9505270394880467,0.9505290766632664,0.9530526776202453,0.9478178226022812,0.9504280419118999,0.9918293089498866
4,0.13196838165170693,0.25966445473741473,0.954294190672623,0.9542777004521978,0.9352674108305636,0.9762243531805052,0.9553070961425139,0.9934972498962973
5,0.10834053517967501,0.27253279511396267,0.9595280919378436,0.9595324973763433,0.9650357921704977,0.9536693478017384,0.9593189024738733,0.9938965752759658
6,0.08920914753867101,0.24263402496578876,0.9631522011840875,0.9631486837781158,0.9589119003838833,0.9678299606425347,0.9633502915785428,0.9936899523663796
7,0.07848603432944934,0.24954567585415918,0.962671593304725,0.9626692395295342,0.9598465178527513,0.9658018530046859,0.9628149765779989,0.9932068509144243
8,0.06903800530150603,0.25007991968772436,0.9633617136359045,0.9633591359898503,0.9602590239258216,0.9667896967313248,0.9635132942650027,0.9924738934751008
9,0.0656153934049468,0.27407683559398555,0.9631652346181041,0.9631642680600789,0.962030644397547,0.9644506494893428,0.963239126963816,0.9915696307192263
10,0.061221311828331675,0.26905164424241745,0.9639594595034914,0.9639539610552108,0.9573230785918365,0.9712717853077618,0.9642469894170804,0.9916749121781386
